asset,Date,Open,High,Low,Close
CAD,2009-08-21,10825.6,10836.9,10700.5,10831.200195
CAD,2009-08-24,10865.4,10903.3,10747.2,10790
CAD,2009-08-25,10872.1,10963,10790,10920.5
CAD,2009-08-26,10861.2,10960.6,10838.5,10912.200195
CAD,2009-08-27,10986.4,10986.4,10807.9,10934
CAD,2009-08-28,10979.8,11011,10893.6,10978
CAD,2009-08-31,10866.2,10978,10772.8,10868.200195
CAD,2009-09-01,10840.9,10927,10665.9,10689.799805
CAD,2009-09-02,10656.1,10737,10634.8,10701.299805
CAD,2009-09-03,10768.8,10922,10701.3,10921.5
CAD,2009-09-04,10901.2,11017.5,10872.5,11017.5
CAD,2009-09-08,11147.9,11176.4,11017.5,11105.299805
CAD,2009-09-09,11082,11113.8,10966.2,11000.200195
CAD,2009-09-10,11011.7,11155,11000.2,11155
CAD,2009-09-11,11216.3,11283.3,11155,11253.200195
CAD,2009-09-14,11174.7,11332,11167.4,11332
CAD,2009-09-15,11360.2,11495.8,11332,11495.799805
CAD,2009-09-16,11551.8,11592.4,11495.8,11555.599609
CAD,2009-09-17,11536.4,11613.8,11447,11528.200195
CAD,2009-09-18,11532,11540.2,11446,11446
CAD,2009-09-21,11348.1,11446,11329.5,11424.599609
CAD,2009-09-22,11533.7,11602.3,11424.6,11585.700195
CAD,2009-09-23,11596.3,11648.6,11502.7,11517.5
CAD,2009-09-24,11547.7,11553,11284.2,11285.799805
CAD,2009-09-25,11237.2,11300.2,11174.6,11212.400391
CAD,2009-09-28,11269.4,11390,11212.4,11338.700195
CAD,2009-09-29,11354.6,11403.6,11313.7,11395
CAD,2009-09-30,11480.9,11480.9,11251,11395
CAD,2009-10-01,11403.3,11403.3,11070.7,11071.799805
CAD,2009-10-02,10922.3,11071.8,10855.2,10958.299805
CAD,2009-10-05,10975.7,11142.3,10932.2,11102.599609
CAD,2009-10-06,11230.2,11358.7,11102.6,11248
CAD,2009-10-07,11275.3,11351.6,11194.4,11349.900391
CAD,2009-10-08,11422.6,11513.1,11349.9,11484.5
CAD,2009-10-09,11432.4,11497.2,11382.5,11436.900391
CAD,2009-10-13,11436.9,11445.1,11299.6,11413.5
CAD,2009-10-14,11531.5,11539.2,11413.5,11532.799805
CAD,2009-10-15,11459,11532.8,11448.6,11504.5
CAD,2009-10-16,11459.6,11514.2,11409,11504.799805
CAD,2009-10-19,11566.8,11571.3,11485.1,11538.400391
CAD,2009-10-20,11586.9,11589.9,11496.9,11538.099609
CAD,2009-10-21,11475,11595,11437.6,11442
CAD,2009-10-22,11427.4,11533.4,11365.8,11533.400391
CAD,2009-10-23,11564.7,11569.4,11357.8,11382.099609
CAD,2009-10-26,11426.3,11525.8,11210.6,11234.900391
CAD,2009-10-27,11229.6,11247.1,11053.5,11053.5
CAD,2009-10-28,11000.1,11053.5,10805.3,10805.299805
CAD,2009-10-29,10916.6,11075.2,10805.3,11075.200195
CAD,2009-10-30,11091.6,11091.6,10767.6,10910.799805
CAD,2009-11-02,10896.7,10963.7,10745.3,10878.400391
CAD,2009-11-03,10777.8,11025.9,10751.7,11025.900391
CAD,2009-11-04,11103.4,11187.9,11025.9,11071.200195
CAD,2009-11-05,11070.2,11180.7,11041.7,11180.700195
CAD,2009-11-06,11100.9,11259.6,11098.7,11250.400391
CAD,2009-11-09,11372.2,11488.3,11250.4,11486.900391
CAD,2009-11-10,11457.5,11486.9,11369,11426.700195
CAD,2009-11-11,11546,11559.7,11419.4,11439.799805
CAD,2009-11-12,11383.3,11456.1,11330.3,11360.799805
CAD,2009-11-13,11348.3,11417.4,11322.1,11407.700195
CAD,2009-11-16,11496.8,11539.8,11407.7,11512.299805
CAD,2009-11-17,11507.8,11631.6,11502.6,11630
CAD,2009-11-18,11667.9,11702.2,11604.9,11652.700195
CAD,2009-11-19,11588.4,11652.7,11484.4,11600.299805
CAD,2009-11-20,11524.5,11600.3,11508.8,11579.299805
CAD,2009-11-23,11689.4,11737.8,11579.3,11624
CAD,2009-11-24,11644.5,11644.5,11539.6,11539.599609
CAD,2009-11-25,11594.1,11647.6,11539.6,11636.900391
CAD,2009-11-26,11569.3,11636.9,11428.3,11436.799805
CAD,2009-11-27,11281.1,11539.9,11281.1,11464.400391
CAD,2009-11-30,11476.3,11586.2,11447.2,11447.200195
CAD,2009-12-01,11574.7,11715.6,11447.2,11707.299805
CAD,2009-12-02,11729.4,11802.4,11707.3,11779.700195
CAD,2009-12-03,11775,11816.3,11629,11636.599609
CAD,2009-12-04,11672.1,11700.1,11414.9,11510.799805
CAD,2009-12-07,11467.5,11571.5,11445.5,11489.599609
CAD,2009-12-08,11412,11489.6,11342.5,11368.900391
CAD,2009-12-09,11428.6,11428.6,11248.9,11379.200195
CAD,2009-12-10,11399.7,11464.6,11370,11464.599609
CAD,2009-12-11,11472.1,11504.3,11387.4,11423.900391
CAD,2009-12-14,11481.6,11549.7,11423.9,11545.700195
CAD,2009-12-15,11532.8,11581.5,11498.8,11541
CAD,2009-12-16,11609.2,11691.7,11541,11637
CAD,2009-12-17,11570.2,11637,11473.1,11473.099609
CAD,2009-12-18,11510.1,11562,11448,11463.400391
CAD,2009-12-21,11559.6,11596.7,11463.4,11554.700195
CAD,2009-12-22,11539,11628,11522.4,11628
CAD,2009-12-23,11625,11688.1,11625,11658.700195
CAD,2009-12-24,11666.2,11754.6,11658.7,11754.599609
CAD,2009-12-29,11754.6,11754.6,11691.7,11701.799805
CAD,2009-12-30,11687.1,11728.4,11673,11717.5
CAD,2009-12-31,11745.2,11766,11717.5,11746.099609
CAD,2010-01-04,11847.3,11872.2,11746.1,11866.900391
CAD,2010-01-05,11900,11935.2,11837.2,11888.099609
CAD,2010-01-06,11912.9,11971.6,11888.1,11944.5
CAD,2010-01-07,11925,11944.5,11819.5,11887.5
CAD,2010-01-08,11883.3,11953.8,11863.1,11953.799805
CAD,2010-01-11,12070.7,12070.7,11923.2,11947.099609
CAD,2010-01-12,11866.6,11947.1,11766.5,11820.200195
CAD,2010-01-13,11802.8,11865.2,11738.6,11853.599609
CAD,2010-01-14,11873.6,11888.3,11776.4,11804.400391
CAD,2010-01-15,11782.6,11804.4,11684.2,11685.400391
CAD,2010-01-18,11711.1,11754.1,11685.4,11750.5
CAD,2010-01-19,11746.2,11765.6,11710.4,11763.400391
CAD,2010-01-20,11699.1,11763.4,11581.6,11679.299805
CAD,2010-01-21,11557.2,11679.3,11461.3,11469.099609
CAD,2010-01-22,11400,11481,11318.3,11343.400391
CAD,2010-01-25,11384.7,11423.3,11343.4,11354.5
CAD,2010-01-26,11349.3,11421.6,11271.4,11361.200195
CAD,2010-01-27,11324.7,11367.4,11259,11344.099609
CAD,2010-01-28,11279.6,11389.2,11162.1,11274.200195
CAD,2010-01-29,11142.8,11324.2,11084.3,11094.299805
CAD,2010-02-01,11147.5,11317.6,11094.3,11317.599609
CAD,2010-02-02,11366,11430.3,11297.6,11408.299805
CAD,2010-02-03,11395.6,11454.6,11348.7,11390.5
CAD,2010-02-04,11163.6,11390.5,11120.1,11128.799805
CAD,2010-02-05,11123.7,11223.1,10990.4,11223.099609
CAD,2010-02-08,11135.1,11277.6,11099.5,11115.299805
CAD,2010-02-09,11210,11314.4,11115.3,11274.200195
CAD,2010-02-10,11280.3,11321.4,11212.4,11286.299805
CAD,2010-02-11,11300.1,11438,11232.9,11435.5
CAD,2010-02-12,11349.2,11469.8,11335.7,11469.799805
CAD,2010-02-16,11545.5,11601.5,11469.8,11586.400391
CAD,2010-02-17,11605.6,11697,11586.4,11635.5
CAD,2010-02-18,11629.7,11712.3,11618.6,11694.799805
CAD,2010-02-19,11692,11758.2,11679.6,11709.299805
CAD,2010-02-22,11745.1,11763.3,11634.8,11634.799805
CAD,2010-02-23,11606.6,11634.8,11481.6,11526.700195
CAD,2010-02-24,11526.8,11584.4,11492.8,11521.799805
CAD,2010-02-25,11457.4,11637.4,11421,11631.400391
CAD,2010-02-26,11654.8,11664.4,11591,11629.599609
CAD,2010-03-01,11682.8,11732.1,11629.6,11728.099609
CAD,2010-03-02,11751.6,11843.7,11728.1,11828.299805
CAD,2010-03-03,11842.2,11876.5,11811.4,11852.900391
CAD,2010-03-04,11866.8,11876.7,11792.4,11825
CAD,2010-03-05,11878.4,11975.1,11825,11975.099609
CAD,2010-03-08,12026.3,12039.5,11958.5,11963.799805
CAD,2010-03-09,11923.1,11965.1,11893.4,11918.700195
CAD,2010-03-10,11931.8,11994.6,11916.6,11961.099609
CAD,2010-03-11,11935.8,11981.8,11909.6,11979.700195
CAD,2010-03-12,12019.8,12047.6,11954.4,12013.799805
CAD,2010-03-15,11988.4,12016.8,11908,12008.799805
CAD,2010-03-16,12048.8,12097.7,12008.8,12089.400391
CAD,2010-03-17,12122.5,12122.5,12085.3,12100.700195
CAD,2010-03-18,12091.1,12129.3,12008.1,12040
CAD,2010-03-19,12032,12047.4,11926,11948
CAD,2010-03-22,11876.6,11991.5,11844,11967.200195
CAD,2010-03-23,11988,12048,11967.2,12044.5
CAD,2010-03-24,12008.7,12044.5,11962.7,11963
CAD,2010-03-25,12010.1,12048.7,11957.7,11958.099609
CAD,2010-03-26,11992,12040.6,11909.1,11957.400391
CAD,2010-03-29,11999.5,12034.9,11957.4,12029.700195
CAD,2010-03-30,12042.2,12061.7,12022.8,12044.200195
CAD,2010-03-31,12063.3,12080.5,11983.4,12037.700195
CAD,2010-04-01,12069.9,12157.4,12037.7,12151.099609
CAD,2010-04-05,12190.8,12203.4,12151.1,12186.400391
CAD,2010-04-06,12135.6,12200.1,12120.3,12156.700195
CAD,2010-04-07,12137.1,12160,12059.3,12110.900391
CAD,2010-04-08,12060.7,12139,11975.9,12113.5
CAD,2010-04-09,12150.5,12211.1,12113.5,12176.799805
CAD,2010-04-12,12167.5,12214.4,12139.2,12148.700195
CAD,2010-04-13,12091.5,12148.7,12025.4,12101.5
CAD,2010-04-14,12141.7,12211.6,12095.9,12204.400391
CAD,2010-04-15,12178.6,12249.5,12168.7,12211.5
CAD,2010-04-16,12190.6,12211.5,12019.9,12070.700195
CAD,2010-04-19,11974.7,12103,11954,12103
CAD,2010-04-20,12122,12159.9,12103,12113.5
CAD,2010-04-21,12135.3,12158.2,12070.7,12134.599609
CAD,2010-04-22,12053.3,12160.9,11985.3,12160.900391
CAD,2010-04-23,12167.9,12248.4,12126.8,12239.599609
CAD,2010-04-26,12254.2,12297.9,12234.7,12281
CAD,2010-04-27,12255.6,12321.8,12143.2,12146.700195
CAD,2010-04-28,12165,12173.3,12075.8,12076.900391
CAD,2010-04-29,12110.7,12227,12076.9,12200.299805
CAD,2010-04-30,12247.4,12308.1,12184.3,12210.700195
CAD,2010-05-03,12274,12294.6,12165.8,12196.5
CAD,2010-05-04,12164.9,12196.5,11954.5,12030.900391
CAD,2010-05-05,11862.4,12030.9,11754.3,11875.099609
CAD,2010-05-06,11845.8,11949,11422.7,11842.400391
CAD,2010-05-07,11749.9,11842.4,11557,11692.400391
CAD,2010-05-10,12011.8,12024.5,11692.4,11947.900391
CAD,2010-05-11,11931.7,12093.5,11916.2,12000.599609
CAD,2010-05-12,12102.6,12205,12000.6,12196
CAD,2010-05-13,12170.9,12210.4,12059.1,12116.599609
CAD,2010-05-14,12088,12116.6,11891,12015
CAD,2010-05-17,11999.8,12015,11695.6,11813
CAD,2010-05-18,11891.1,11959.7,11760.8,11764.5
CAD,2010-05-19,11700.5,11787.2,11514.1,11665.799805
CAD,2010-05-20,11495,11665.8,11381.4,11406
CAD,2010-05-21,11244.5,11539.1,11180,11521.400391
CAD,2010-05-25,11521.4,11522.3,11263.2,11518.099609
CAD,2010-05-26,11699.7,11723.9,11518.1,11543.900391
CAD,2010-05-27,11608.6,11755.1,11543.9,11749.099609
CAD,2010-05-28,11778.9,11799.6,11640.9,11671.400391
CAD,2010-05-31,11765.5,11765.5,11671.4,11763
CAD,2010-06-01,11702.2,11778.8,11566.9,11572
CAD,2010-06-02,11619.2,11780.7,11569.3,11780.700195
CAD,2010-06-03,11824.2,11842.3,11692,11811.900391
CAD,2010-06-04,11661.9,11811.9,11548.9,11569.599609
CAD,2010-06-07,11570.4,11616.7,11493.6,11504.700195
CAD,2010-06-08,11522.2,11559.5,11402.5,11517.200195
CAD,2010-06-09,11575,11613.1,11436.4,11450.599609
CAD,2010-06-10,11514.8,11637.8,11450.6,11635.900391
CAD,2010-06-11,11591.4,11693.7,11586.4,11666.900391
CAD,2010-06-14,11730.1,11781.2,11653,11667.299805
CAD,2010-06-15,11702.1,11907.5,11670.5,11907.5
CAD,2010-06-16,11873.9,11938.6,11864.9,11921.099609
CAD,2010-06-17,11968.4,11981.4,11908.9,11946
CAD,2010-06-18,11990.2,12017.9,11927.6,11927.599609
CAD,2010-06-21,12042.8,12077,11905.7,11936.099609
CAD,2010-06-22,11910.6,11952.9,11796.4,11797.900391
CAD,2010-06-23,11784.1,11849.8,11730,11807.5
CAD,2010-06-24,11774.9,11805.8,11661.1,11670.200195
CAD,2010-06-25,11692.9,11774.4,11619.4,11707.900391
CAD,2010-06-28,11715.3,11718.9,11602.2,11607
CAD,2010-06-29,11508.1,11594.6,11244,11263.799805
CAD,2010-06-30,11266.5,11415.3,11258.4,11294.400391
CAD,2010-07-02,11294.4,11311,11146.8,11196.099609
CAD,2010-07-05,11163,11192.4,11065.5,11092.5
CAD,2010-07-06,11195.3,11269.9,11093.9,11200.200195
CAD,2010-07-07,11227.7,11397.3,11201.3,11397.299805
CAD,2010-07-08,11482.6,11482.6,11330.6,11433.400391
CAD,2010-07-09,11430.7,11570.5,11393.9,11570.5
CAD,2010-07-12,11567.4,11600.8,11497.3,11565.799805
CAD,2010-07-13,11678.4,11695.6,11573.3,11672.799805
CAD,2010-07-14,11673,11694.1,11606.8,11620.200195
CAD,2010-07-15,11643.1,11741.8,11552.4,11741.799805
CAD,2010-07-16,11690.2,11741.8,11503.8,11569.700195
CAD,2010-07-19,11542.2,11580.3,11447.8,11543.5
CAD,2010-07-20,11454.3,11629.9,11446,11629.900391
CAD,2010-07-21,11668.7,11668.7,11465.7,11513.299805
CAD,2010-07-22,11573.2,11668,11513.4,11667.799805
CAD,2010-07-23,11679,11722.6,11622.9,11714.200195
CAD,2010-07-26,11742.4,11768.5,11679.6,11746.099609
CAD,2010-07-27,11803.7,11822.7,11683.8,11716.700195
CAD,2010-07-28,11667.5,11716.3,11659.1,11696.599609
CAD,2010-07-29,11746.8,11771.8,11634.1,11728.599609
CAD,2010-07-30,11667.9,11746.8,11603.8,11713.400391
CAD,2010-08-03,11713.4,11872.9,11713.4,11782.599609
CAD,2010-08-04,11843.8,11855.9,11784.8,11845.099609
CAD,2010-08-05,11819.2,11845.4,11747.8,11774.799805
CAD,2010-08-06,11752.9,11822.4,11700.1,11800
CAD,2010-08-09,11846.7,11878.4,11783.4,11863.599609
CAD,2010-08-10,11778.4,11871.3,11749.5,11838.299805
CAD,2010-08-11,11736.4,11833.9,11565,11582.200195
CAD,2010-08-12,11513.2,11579.7,11480.5,11523.599609
CAD,2010-08-13,11505.2,11548.6,11491.1,11528.299805
CAD,2010-08-16,11527.7,11558.8,11493.6,11552.799805
CAD,2010-08-17,11677.3,11744.8,11552.6,11728.599609
CAD,2010-08-18,11722.5,11806.5,11646,11781.099609
CAD,2010-08-19,11775.3,11801.2,11669.3,11710.200195
CAD,2010-08-20,11672.5,11736.2,11594.7,11722.099609
CAD,2010-08-23,11751.5,11774.4,11712.3,11718.599609
CAD,2010-08-24,11610.8,11706.9,11553.4,11557.400391
CAD,2010-08-25,11515.1,11648.1,11469.3,11648.099609
CAD,2010-08-26,11667.3,11707.1,11618.7,11653.200195
CAD,2010-08-27,11700.4,11887.8,11638,11879.700195
CAD,2010-08-30,11873.1,11952.6,11865.8,11895.599609
CAD,2010-08-31,11894.3,11990.8,11845.2,11913.900391
CAD,2010-09-01,11978.3,12016.1,11914.2,12003.799805
CAD,2010-09-02,12040.3,12111.9,12003.7,12111.099609
CAD,2010-09-03,12136.6,12197.9,12109,12144.900391
CAD,2010-09-07,12148.1,12148.1,12070.6,12102
CAD,2010-09-08,12102.4,12160.7,12040.2,12042.299805
CAD,2010-09-09,12106.4,12116.1,11997.7,12033.5
CAD,2010-09-10,12023.5,12097.1,12021.8,12097.099609
CAD,2010-09-13,12147.4,12157,12101.4,12149.900391
CAD,2010-09-14,12151.1,12251.5,12147,12193
CAD,2010-09-15,12160.1,12191.9,12081.6,12144.799805
CAD,2010-09-16,12146,12180.2,12106.5,12173.400391
CAD,2010-09-17,12262.3,12262.3,12140.8,12164.599609
CAD,2010-09-20,12190.5,12281.4,12166.7,12234.5
CAD,2010-09-21,12256.9,12256.9,12129.8,12170.599609
CAD,2010-09-22,12209.3,12253.2,12139.8,12147.299805
CAD,2010-09-23,12098.7,12159.6,12055.6,12101.799805
CAD,2010-09-24,12168.1,12219.2,12103.6,12204.900391
CAD,2010-09-27,12211.1,12246.4,12189.6,12190.599609
CAD,2010-09-28,12179,12279.7,12123.8,12278.900391
CAD,2010-09-29,12255.5,12382.8,12237.3,12382.799805
CAD,2010-09-30,12404.2,12406.4,12257.9,12368.700195
CAD,2010-10-01,12400.1,12446.9,12363.1,12363.099609
CAD,2010-10-04,12368,12375.2,12262.7,12322.900391
CAD,2010-10-05,12394.4,12509.8,12327.8,12498
CAD,2010-10-06,12511.8,12511.8,12447.1,12501.700195
CAD,2010-10-07,12509.3,12523,12375,12445.900391
CAD,2010-10-08,12467,12541,12445.9,12535.599609
CAD,2010-10-12,12535.6,12581.9,12479.6,12575.599609
CAD,2010-10-13,12638.1,12710.2,12576.7,12673.299805
CAD,2010-10-14,12670.9,12708.4,12588.5,12619.700195
CAD,2010-10-15,12648,12652.8,12549.5,12609.099609
CAD,2010-10-18,12596.2,12672.6,12596.2,12668
CAD,2010-10-19,12551.3,12661,12518.5,12570.599609
CAD,2010-10-20,12561.2,12667.7,12557.3,12649.900391
CAD,2010-10-21,12658.6,12674.1,12575.5,12599.200195
CAD,2010-10-22,12621.3,12625.3,12566.3,12601.200195
CAD,2010-10-25,12671.3,12692.6,12609,12663.599609
CAD,2010-10-26,12607.1,12694.5,12602.8,12684.700195
CAD,2010-10-27,12626.3,12680.5,12508.7,12567.299805
CAD,2010-10-28,12611.1,12621,12504.8,12564.099609
CAD,2010-10-29,12560.3,12681.9,12560.3,12676.200195
CAD,2010-11-01,12725.9,12759.1,12639.8,12664.799805
CAD,2010-11-02,12718.9,12721.5,12660.5,12681.400391
CAD,2010-11-03,12685.4,12703.9,12569.4,12671.099609
CAD,2010-11-04,12831.1,12921.3,12676,12878.799805
CAD,2010-11-05,12894.6,13001.2,12881.2,12925.099609
CAD,2010-11-08,12940.3,13052.5,12924,13052.5
CAD,2010-11-09,13109.3,13114.1,12877.6,12916.599609
CAD,2010-11-10,12905,12942.6,12787,12942.599609
CAD,2010-11-11,12925.1,12941.9,12850.8,12934.700195
CAD,2010-11-12,12838.4,12934.2,12661.9,12749.200195
CAD,2010-11-15,12757.5,12820.4,12712.6,12735.400391
CAD,2010-11-16,12663.5,12726.6,12501.8,12602.200195
CAD,2010-11-17,12556.8,12673.4,12542.4,12657.799805
CAD,2010-11-18,12769.6,12903.3,12684.6,12870
CAD,2010-11-19,12835.4,12967.5,12813.8,12956.299805
CAD,2010-11-22,12931.8,12964,12850.8,12929
CAD,2010-11-23,12858.6,12929,12780.9,12793.799805
CAD,2010-11-24,12843.9,12902,12795.7,12902
CAD,2010-11-25,12912.1,12945.8,12902.2,12945.799805
CAD,2010-11-26,12865.9,12917.6,12845.4,12892.700195
CAD,2010-11-29,12888.1,12930.3,12783.4,12895.700195
CAD,2010-11-30,12882.8,13032.5,12882.8,12952.900391
CAD,2010-12-01,13067,13154.4,12952.9,13148.400391
CAD,2010-12-02,13139.7,13190.7,13132,13163.5
CAD,2010-12-03,13134.8,13196.5,13134.8,13179
CAD,2010-12-06,13207.2,13276,13181.3,13276
CAD,2010-12-07,13368.8,13368.8,13240.5,13250.700195
CAD,2010-12-08,13211.3,13234.3,13132.4,13152
CAD,2010-12-09,13221.8,13225,13144.3,13166.900391
CAD,2010-12-10,13163.3,13253.4,13163.3,13239.5
CAD,2010-12-13,13290.3,13360.1,13256.6,13295.900391
CAD,2010-12-14,13313.9,13328.4,13241.7,13280.099609
CAD,2010-12-15,13234,13281,13168.1,13229.099609
CAD,2010-12-16,13205.3,13223.7,13122.9,13181.200195
CAD,2010-12-17,13194.6,13220.5,13094.1,13201.5
CAD,2010-12-20,13231.5,13262.8,13193.3,13193.299805
CAD,2010-12-21,13240.8,13365.2,13194.7,13365.200195
CAD,2010-12-22,13380.8,13397.3,13349.7,13380.700195
CAD,2010-12-23,13353.9,13397,13316.6,13371.200195
CAD,2010-12-24,13371.4,13394.4,13366.6,13383.200195
CAD,2010-12-29,13383.2,13449.8,13383.2,13449.200195
CAD,2010-12-30,13449.8,13493.6,13400.7,13434.400391
CAD,2010-12-31,13416.5,13465.5,13383,13443.200195
CAD,2011-01-04,13443.2,13530.4,13326.7,13402.299805
CAD,2011-01-05,13365.3,13400,13301.2,13396
CAD,2011-01-06,13407.6,13413.2,13290.9,13311.700195
CAD,2011-01-07,13263.1,13329.6,13233.3,13272.299805
CAD,2011-01-10,13291.6,13295.4,13139.5,13245.099609
CAD,2011-01-11,13341.9,13421.8,13245.1,13401.099609
CAD,2011-01-12,13467.4,13497.7,13402.3,13460.200195
CAD,2011-01-13,13492.3,13505.4,13383.5,13401.5
CAD,2011-01-14,13408.9,13464.1,13376.1,13464.099609
CAD,2011-01-17,13427.1,13473,13424.4,13440.099609
CAD,2011-01-18,13486.2,13565.6,13440.7,13559.200195
CAD,2011-01-19,13570.1,13572.3,13411.5,13439
CAD,2011-01-20,13362.4,13429.5,13238.9,13331.299805
CAD,2011-01-21,13355.3,13408,13258.6,13258.599609
CAD,2011-01-24,13313.7,13369.3,13264.7,13347.599609
CAD,2011-01-25,13322.4,13347,13192.7,13259.599609
CAD,2011-01-26,13300.3,13477.9,13259.6,13465.799805
CAD,2011-01-27,13473,13497.2,13397.5,13410.200195
CAD,2011-01-28,13406.4,13497.6,13406,13437.599609
CAD,2011-01-31,13449.7,13588.5,13438.4,13552
CAD,2011-02-01,13617.7,13714.5,13552.3,13712.599609
CAD,2011-02-02,13729.1,13731.3,13673.1,13680.299805
CAD,2011-02-03,13733.1,13844.1,13683.5,13841.400391
CAD,2011-02-04,13843.5,13863.1,13778.1,13791.900391
CAD,2011-02-07,13854.1,13872.1,13791.8,13811.900391
CAD,2011-02-08,13841.3,13909.8,13786.4,13892.5
CAD,2011-02-09,13892.3,13905.4,13774.8,13784.299805
CAD,2011-02-10,13741.6,13848.6,13692.8,13840.599609
CAD,2011-02-11,13823.8,13854,13766.8,13766.799805
CAD,2011-02-14,13835.1,13923.4,13776.6,13910.799805
CAD,2011-02-15,13944.8,13971.8,13910.7,13929.400391
CAD,2011-02-16,13980.1,14092.3,13929.6,14059.200195
CAD,2011-02-17,14068.7,14136.2,14018.6,14136.200195
CAD,2011-02-18,14153.6,14156.4,14094.7,14123.099609
CAD,2011-02-22,14155.6,14160.7,13946.2,13963.700195
CAD,2011-02-23,13983.3,14080.9,13951.2,13956.200195
CAD,2011-02-24,13994.2,14034.6,13810.5,13867.299805
CAD,2011-02-25,13950.4,14052.1,13885.9,14052.099609
CAD,2011-02-28,14083,14159.9,14053.1,14136.5
CAD,2011-03-01,14167,14213.2,14092.4,14122.900391
CAD,2011-03-02,14123.2,14160.9,14093,14144
CAD,2011-03-03,14184,14220.2,14143.9,14214.700195
CAD,2011-03-04,14260.3,14280.6,14214.5,14252.799805
CAD,2011-03-07,14303.3,14329.5,14077.6,14092.400391
CAD,2011-03-08,14130.6,14130.6,13973.6,14013
CAD,2011-03-09,14014.2,14031.9,13840.4,13884.700195
CAD,2011-03-10,13746.7,13884.4,13578.3,13638.599609
CAD,2011-03-11,13478,13709.4,13477.4,13674.299805
CAD,2011-03-14,13545,13673.9,13511.2,13619.200195
CAD,2011-03-15,13275.4,13604.1,13237.9,13547
CAD,2011-03-16,13541.1,13680.9,13430.8,13524.799805
CAD,2011-03-17,13682.8,13755.4,13524.8,13746.200195
CAD,2011-03-18,13819.6,13875.7,13746.3,13789.599609
CAD,2011-03-21,13919,14016.7,13812.3,14013.700195
CAD,2011-03-22,14008.3,14035.1,13967.4,14e3
CAD,2011-03-23,14017.3,14100.1,13985.6,14087.200195
CAD,2011-03-24,14084.4,14107,14015.3,14029.400391
CAD,2011-03-25,14014.2,14130.4,14014.2,14039.400391
CAD,2011-03-28,14003.6,14036.5,13888.7,13892.700195
CAD,2011-03-29,13891,13961,13843.4,13930.400391
CAD,2011-03-30,14007.5,14096,13934.5,14083.599609
CAD,2011-03-31,14154.4,14166.6,14083.7,14116.099609
CAD,2011-04-01,14118.2,14181.5,14116.8,14130.200195
CAD,2011-04-04,14212.7,14248.7,14145.5,14218.400391
CAD,2011-04-05,14201.2,14270.5,14187.9,14270.5
CAD,2011-04-06,14315.4,14315.4,14139.5,14202.700195
CAD,2011-04-07,14181.9,14215.6,14096.9,14107.799805
CAD,2011-04-08,14195,14229.8,14107.8,14208.400391
CAD,2011-04-11,14187.8,14208,13933.1,13996.900391
CAD,2011-04-12,13902.5,13996.2,13720.1,13801.400391
CAD,2011-04-13,13882.4,13947.2,13805.1,13833.599609
CAD,2011-04-14,13807.5,13848.2,13781.8,13821.799805
CAD,2011-04-15,13824.8,13889.5,13798.3,13799.099609
CAD,2011-04-18,13738.8,13798.5,13584.6,13702.299805
CAD,2011-04-19,13688.3,13756.3,13671.7,13736.799805
CAD,2011-04-20,13866.7,13921.3,13738,13897.5
CAD,2011-04-21,13946.9,13977.5,13898.3,13972
CAD,2011-04-25,13983.3,13997.9,13888.3,13907.299805
CAD,2011-04-26,13896.8,13926.2,13871.2,13909.099609
CAD,2011-04-27,13941.1,13943,13770.8,13892.599609
CAD,2011-04-28,13891.6,13936.7,13848.3,13894.400391
CAD,2011-04-29,13872.2,13945.7,13861.4,13944.799805
CAD,2011-05-02,13944.8,14089.1,13893,13934.5
CAD,2011-05-03,13912.2,13931.7,13618.8,13692.400391
CAD,2011-05-04,13676.5,13694.3,13499.8,13611.299805
CAD,2011-05-05,13521.7,13606.9,13416,13455.400391
CAD,2011-05-06,13513.2,13615.5,13456.6,13566.599609
CAD,2011-05-09,13628.3,13678.9,13561.4,13677.099609
CAD,2011-05-10,13703,13703,13632.5,13642.099609
CAD,2011-05-11,13597.2,13641.7,13386.9,13419.700195
CAD,2011-05-12,13340.6,13440.8,13264.8,13389.400391
CAD,2011-05-13,13424.7,13439.9,13341.4,13377.200195
CAD,2011-05-16,13360.6,13519.2,13338,13391.400391
CAD,2011-05-17,13368.7,13472.8,13349,13441.099609
CAD,2011-05-18,13513.6,13646.3,13446.3,13607.299805
CAD,2011-05-19,13624.2,13646.8,13566.9,13625.099609
CAD,2011-05-20,13591.4,13682.9,13537.6,13652.299805
CAD,2011-05-24,13652.3,13691.1,13584.5,13595.099609
CAD,2011-05-25,13578.2,13768.2,13578.2,13751.5
CAD,2011-05-26,13692.9,13775.9,13671,13775.900391
CAD,2011-05-27,13777.5,13856.5,13777.5,13797.599609
CAD,2011-05-30,13810.6,13856.2,13796.2,13829.700195
CAD,2011-05-31,13892.1,13901.6,13737.6,13802.900391
CAD,2011-06-01,13806.1,13823.4,13527.9,13527.900391
CAD,2011-06-02,13555.9,13622.7,13457.9,13519.5
CAD,2011-06-03,13388.9,13532.5,13365.4,13517.900391
CAD,2011-06-06,13517.5,13538.1,13284.6,13318.700195
CAD,2011-06-07,13320.1,13392,13272.9,13282.900391
CAD,2011-06-08,13223.6,13288.7,13161.4,13183.799805
CAD,2011-06-09,13202.5,13266.7,13164.8,13255.700195
