Date,asset,exog,value
2015-10-16,AUD,eqy_z,-0.2693298450710062
2015-10-23,AUD,eqy_z,0.07911075994958927
2015-10-30,AUD,eqy_z,-0.3727242554331798
2015-11-06,AUD,eqy_z,-0.46163827207263
2015-11-13,AUD,eqy_z,-0.6407598555137968
2015-11-20,AUD,eqy_z,-0.38536707723909314
2015-11-27,AUD,eqy_z,-0.5127526288712548
2015-12-04,AUD,eqy_z,-0.7957384169347302
2015-12-11,AUD,eqy_z,-0.3528153996184542
2015-12-18,AUD,eqy_z,0.09657618363877363
2015-12-25,AUD,eqy_z,0.5016994681545989
2016-01-01,AUD,eqy_z,1.2533001819944818
2016-01-08,AUD,eqy_z,1.102293014831047
2016-01-15,AUD,eqy_z,0.7327277277809523
2016-01-22,AUD,eqy_z,0.7463897351509289
2016-01-29,AUD,eqy_z,1.0356649106581022
2016-02-05,AUD,eqy_z,1.2505519021881213
2016-02-12,AUD,eqy_z,0.036230375400331694
2016-02-19,AUD,eqy_z,0.3940661016815242
2016-02-26,AUD,eqy_z,-0.685855452585998
2016-03-04,AUD,eqy_z,0.10763839126722308
2016-03-11,AUD,eqy_z,0.3159491865562365
2016-03-18,AUD,eqy_z,0.31630978755232686
2016-03-25,AUD,eqy_z,-0.1602358488479454
2016-04-01,AUD,eqy_z,-1.1199065295580104
2016-04-08,AUD,eqy_z,-0.13823149428029624
2016-04-15,AUD,eqy_z,-0.12494305435606401
2016-04-22,AUD,eqy_z,0.9568384426670472
2016-04-29,AUD,eqy_z,0.3325434586429388
2016-05-06,AUD,eqy_z,0.40253047497838684
2016-05-13,AUD,eqy_z,0.9112569922346688
2016-05-20,AUD,eqy_z,0.9601356178207965
2016-05-27,AUD,eqy_z,1.346350321907266
2016-06-03,AUD,eqy_z,0.7875792871451068
2016-06-10,AUD,eqy_z,0.7086356259836418
2016-06-17,AUD,eqy_z,-0.5069411114601284
2016-06-24,AUD,eqy_z,0.30659566535325444
2016-07-01,AUD,eqy_z,-0.636670545931195
2016-07-08,AUD,eqy_z,-1.292977482919619
2016-07-15,AUD,eqy_z,-0.5849668432832247
2016-07-22,AUD,eqy_z,-0.10554224591590836
2016-07-29,AUD,eqy_z,0.5991202378736961
2016-08-05,AUD,eqy_z,-0.26610664183123883
2016-08-12,AUD,eqy_z,0.6684218423577123
2016-08-19,AUD,eqy_z,-0.5506470326419963
2016-08-26,AUD,eqy_z,1.156339030426317
2016-09-02,AUD,eqy_z,0.589848758420669
2016-09-09,AUD,eqy_z,0.3603142331937834
2016-09-16,AUD,eqy_z,-0.9412108345578636
2016-09-23,AUD,eqy_z,-0.6862779262537424
2016-09-30,AUD,eqy_z,0.3585335598434656
2016-10-07,AUD,eqy_z,0.43022409229062863
2016-10-14,AUD,eqy_z,0.5997763166325722
2016-10-21,AUD,eqy_z,-0.02672885405730141
2016-10-28,AUD,eqy_z,0.269601554384427
2016-11-04,AUD,eqy_z,-0.2235592530064332
2016-11-11,AUD,eqy_z,0.37330822744790176
2016-11-18,AUD,eqy_z,-0.18707533160118386
2016-11-25,AUD,eqy_z,-0.30690479238080803
2016-12-02,AUD,eqy_z,-0.4707094046057606
2016-12-09,AUD,eqy_z,-0.9383624373621148
2016-12-16,AUD,eqy_z,-0.8259264745467889
2016-12-23,AUD,eqy_z,0.22532703314339297
2016-12-30,AUD,eqy_z,0.5426311054951369
2017-01-06,AUD,eqy_z,0.47920975780964803
2017-01-13,AUD,eqy_z,0.5803139427598534
2017-01-20,AUD,eqy_z,0.07872000623765468
2017-01-27,AUD,eqy_z,0.005377994645806572
2017-02-03,AUD,eqy_z,-0.048718344600594765
2017-02-10,AUD,eqy_z,0.21933390161125577
2017-02-17,AUD,eqy_z,-0.2113548566561564
2017-02-24,AUD,eqy_z,-1.2173955981642168
2017-03-03,AUD,eqy_z,-1.3024802226768553
2017-03-10,AUD,eqy_z,-0.8148822081136842
2017-03-17,AUD,eqy_z,-0.4638658334437725
2017-03-24,AUD,eqy_z,-0.17031772117814484
2017-03-31,AUD,eqy_z,0.7229495955536633
2017-04-07,AUD,eqy_z,0.5791004688147949
2017-04-14,AUD,eqy_z,1.2941823694615622
2017-04-21,AUD,eqy_z,1.2692256774233657
2017-04-28,AUD,eqy_z,1.643834545127996
2017-05-05,AUD,eqy_z,0.522008814383736
2017-05-12,AUD,eqy_z,0.5790038544040795
2017-05-19,AUD,eqy_z,-0.5580290110167322
2017-05-26,AUD,eqy_z,-1.2054503028506356
2017-06-02,AUD,eqy_z,-1.9333134792266868
2017-06-09,AUD,eqy_z,-2.677646511664205
2017-06-16,AUD,eqy_z,-1.3713897092685405
2017-06-23,AUD,eqy_z,-1.6793881828633186
2017-06-30,AUD,eqy_z,-0.0046405964263365185
2017-07-07,AUD,eqy_z,-0.6798544863626678
2017-07-14,AUD,eqy_z,-0.7636942468278026
2017-07-21,AUD,eqy_z,-0.4506053843833056
2017-07-28,AUD,eqy_z,0.7352001965383621
2017-08-04,AUD,eqy_z,0.5837468388144313
2017-08-11,AUD,eqy_z,0.908929906591763
2017-08-18,AUD,eqy_z,2.0011571841176194
2017-08-25,AUD,eqy_z,-0.13691382151660358
2017-09-01,AUD,eqy_z,-0.7501671977363638
2007-08-17,CAD,eqy_z,-1.3769813217937583
2007-08-24,CAD,eqy_z,-0.6301339916815989
2007-08-31,CAD,eqy_z,-0.15999571926480805
2007-09-07,CAD,eqy_z,-0.10128060269395078
